timestamp,respondent_id,gender,age_range,highest_qualification,total_teaching_exp,cbc_experience_years,primary_pathway,school_type,school_location,largest_class_size,subjects_taught_count,conf_B1,conf_B2,conf_B3,conf_B4,conf_B5,conf_B6,conf_B7,digi_C1a,digi_C1b,digi_C1c,digi_C1d,digi_C2a,digi_C2b,digi_C2c,digi_C2d,digi_C2e,res_D1,res_D2,res_D3,res_D4,res_D5,res_D6,train_attended,train_E2,train_E3,train_E4,train_E5,train_E6,train_E7,overall_readiness,top_challenge_1,top_challenge_2,most_needed_support,additional_comments
2025-01-24 17:42:13,RESP_T00550,Female,40-49,B.Ed,6-10 years,2-3 years,Social Sciences,Public County,Peri-urban,50-59,2,3,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,2,2,2,2,2,Yes,4.0,4.0,4.0,4.0,4.0,4.0,3,Resources,Digital Tools,Better ICT equipment,Need more practical support
2025-01-03 16:54:18,RESP_T00551,Female,20-29,B.Ed,6-10 years,First year,STEM,Public Day,Urban,40-49,1,4,4,4,4,3,3,4,2,2,1,1,2,2,2,2,3,4,3,4,3,3,4,Yes,2.0,1.0,1.0,1.0,1.0,1.0,3,Resources,Workload,Better ICT equipment,Overwhelmed with workload
2025-01-28 10:35:30,RESP_T00552,Female,20-29,PhD,6-10 years,2-3 years,Arts & Sports,Public County,Urban,30-39,2,5,4,4,4,4,5,5,2,3,2,2,2,2,2,1,2,1,2,1,2,2,1,Yes,3.0,4.0,4.0,4.0,4.0,4.0,3,Training,Resources,Parent education,Overwhelmed with workload
2025-01-31 00:30:25,RESP_T00553,Female,40-49,Diploma,11-15 years,First year,STEM,Public County,Urban,30-39,2,3,4,4,4,3,4,4,3,4,3,3,3,2,2,2,2,3,3,3,3,3,2,Yes,3.0,3.0,3.0,2.0,3.0,3.0,3,Workload,Class Size,More planning time,Overwhelmed with workload
2025-01-13 15:29:31,RESP_T00554,Female,30-39,B.Ed,Less than 2 years,2-3 years,Social Sciences,Public National,Rural,50-59,2,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,Yes,4.0,3.0,4.0,3.0,3.0,3.0,3,Resources,Training,Administrative support,Need more practical support
2025-01-22 00:49:42,RESP_T00555,Female,30-39,B.Ed,16-20 years,First year,STEM,Public Day,Rural,50-59,1,2,3,2,2,3,3,3,1,2,1,1,2,2,2,2,3,1,1,1,2,2,1,Yes,4.0,4.0,3.0,4.0,4.0,4.0,2,Resources,Digital Tools,Better ICT equipment,Very difficult without proper resources
2025-01-25 16:47:11,RESP_T00556,Female,20-29,B.Ed,11-15 years,4-5 years,STEM,Public County,Urban,40-49,2,4,4,4,4,4,4,3,2,2,3,3,2,2,2,2,2,2,3,2,3,2,3,Yes,3.0,2.0,2.0,2.0,3.0,3.0,3,Workload,Digital Tools,Administrative support,Overwhelmed with workload
2025-01-08 06:02:09,RESP_T00557,Female,40-49,Diploma,6-10 years,First year,Social Sciences,Public County,Urban,50-59,2,3,3,3,3,3,3,3,2,3,3,4,3,3,3,2,3,4,4,4,4,4,4,No,,,,,,,3,Resources,Digital Tools,Administrative support,Overwhelmed with workload
2025-01-19 08:50:19,RESP_T00558,Female,50-59,M.Ed,Less than 2 years,4-5 years,Arts & Sports,Public County,Peri-urban,50-59,3,3,4,4,4,3,3,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,4,No,,,,,,,3,Digital Tools,Training,Parent education,Overwhelmed with workload
2025-01-04 14:55:46,RESP_T00559,Male,60+,PGDE,16-20 years,4-5 years,Social Sciences,Private,Rural,50-59,1,4,4,4,4,4,4,4,2,3,3,2,2,2,2,3,3,4,4,4,4,4,4,Yes,3.0,4.0,4.0,3.0,3.0,4.0,4,Training,Resources,Practical training,Need more practical support
2025-01-09 02:20:25,RESP_T00560,Female,40-49,B.Ed,More than 20 years,First year,Arts & Sports,Public Day,Rural,40-49,2,2,2,2,2,3,2,2,1,1,2,2,2,1,2,2,1,3,3,3,2,3,3,Yes,3.0,4.0,4.0,4.0,3.0,4.0,3,Digital Tools,Training,Administrative support,Very difficult without proper resources
2025-01-28 14:50:03,RESP_T00561,Male,40-49,B.Ed,2-5 years,2-3 years,STEM,Public County,Rural,50-59,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,2,2,Yes,3.0,4.0,4.0,3.0,4.0,4.0,3,Workload,Digital Tools,Practical training,Overwhelmed with workload
2025-01-27 16:09:36,RESP_T00562,Male,20-29,Diploma,6-10 years,First year,Social Sciences,Public Day,Rural,30-39,2,5,5,5,5,4,4,5,1,2,2,2,2,2,2,1,2,2,2,3,2,2,1,Yes,3.0,2.0,2.0,2.0,3.0,2.0,3,Digital Tools,Training,Administrative support,Overwhelmed with workload
2025-01-21 04:59:41,RESP_T00563,Male,40-49,B.Ed,2-5 years,2-3 years,Social Sciences,Public County,Rural,50-59,1,3,3,3,3,3,3,3,2,2,1,1,1,1,2,1,1,3,2,3,3,3,2,No,,,,,,,2,Workload,Resources,Smaller classes,Need more practical support
2025-01-04 00:26:00,RESP_T00564,Female,30-39,B.Ed,11-15 years,4-5 years,STEM,Public County,Urban,60+,4+,4,4,4,4,3,4,3,3,2,2,2,3,3,3,2,2,3,3,3,3,3,3,Yes,5.0,4.0,4.0,4.0,4.0,4.0,3,Digital Tools,Training,Practical training,Very difficult without proper resources
2025-01-12 10:34:11,RESP_T00565,Female,40-49,B.Ed,2-5 years,2-3 years,Social Sciences,Private,Urban,40-49,3,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,3,4,4,3,Yes,3.0,3.0,3.0,3.0,4.0,3.0,4,Training,Workload,Better ICT equipment,Need more practical support
2025-01-23 04:45:48,RESP_T00566,Female,30-39,PhD,6-10 years,2-3 years,Social Sciences,Public County,Rural,50-59,2,3,2,2,2,2,2,2,2,3,3,3,3,3,2,3,3,3,4,3,3,3,3,Yes,3.0,2.0,3.0,3.0,3.0,4.0,3,Resources,Policy Confusion,Practical training,Overwhelmed with workload
2025-01-03 15:38:15,RESP_T00567,Female,30-39,B.Ed,11-15 years,First year,Social Sciences,Public County,Rural,50-59,1,3,4,5,3,4,4,4,2,2,2,1,3,3,2,2,2,4,3,4,4,3,3,Yes,1.0,2.0,2.0,3.0,2.0,1.0,3,Training,Workload,Parent education,Overwhelmed with workload
2025-01-21 13:46:24,RESP_T00568,Female,20-29,Diploma,11-15 years,2-3 years,Social Sciences,Public County,Peri-urban,20-29,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,2,2,2,2,1,2,Yes,3.0,2.0,2.0,2.0,3.0,2.0,3,Resources,Digital Tools,Smaller classes,Need more practical support
2025-01-27 00:45:08,RESP_T00569,Female,30-39,B.Ed,6-10 years,First year,Social Sciences,Public County,Urban,40-49,3,3,3,2,2,2,2,2,3,3,3,3,4,3,3,3,4,5,4,4,4,5,3,Yes,3.0,2.0,2.0,2.0,3.0,3.0,3,Policy Confusion,Digital Tools,Administrative support,Overwhelmed with workload
2025-01-16 00:14:24,RESP_T00570,Female,20-29,Diploma,6-10 years,4-5 years,STEM,Public County,Peri-urban,30-39,1,3,3,3,3,3,3,3,2,1,2,3,2,2,2,2,2,3,3,3,3,4,3,Yes,2.0,3.0,2.0,3.0,2.0,3.0,3,Digital Tools,Parent Support,Practical training,Very difficult without proper resources
2025-01-26 02:07:03,RESP_T00571,Male,30-39,Diploma,11-15 years,2-3 years,STEM,Public County,Peri-urban,60+,2,2,2,2,3,2,3,2,3,2,3,3,3,3,3,3,3,5,4,5,5,5,4,No,,,,,,,3,Class Size,Workload,Parent education,Need more practical support
2025-01-21 21:44:57,RESP_T00572,Male,60+,Diploma,Less than 2 years,4-5 years,Social Sciences,Public County,Urban,50-59,3,3,3,3,3,3,3,3,2,3,3,4,3,2,2,2,3,2,2,2,2,1,2,Yes,3.0,3.0,4.0,3.0,4.0,4.0,3,Resources,Digital Tools,Practical training,Overwhelmed with workload
2025-01-09 21:20:50,RESP_T00573,Female,30-39,B.Ed,Less than 2 years,First year,STEM,Public County,Rural,30-39,3,5,5,5,5,5,4,5,1,2,1,2,2,2,2,3,2,3,3,2,2,3,2,Yes,2.0,1.0,2.0,2.0,2.0,2.0,3,Workload,Resources,Administrative support,Very difficult without proper resources
2025-01-25 13:56:58,RESP_T00574,Female,40-49,B.Ed,16-20 years,2-3 years,STEM,Public County,Rural,30-39,3,3,4,4,4,4,4,4,1,1,2,1,2,1,1,2,1,2,2,3,2,2,3,Yes,3.0,3.0,3.0,4.0,3.0,4.0,3,Resources,Workload,Parent education,Overwhelmed with workload
2025-01-27 09:14:02,RESP_T00575,Male,50-59,B.Ed,Less than 2 years,2-3 years,Social Sciences,Public County,Peri-urban,40-49,3,2,3,3,3,3,3,3,2,2,2,1,3,3,3,3,3,2,2,3,2,3,2,Yes,2.0,3.0,3.0,3.0,2.0,3.0,3,Training,Digital Tools,Parent education,Overwhelmed with workload
2025-01-23 02:06:34,RESP_T00576,Male,60+,B.Ed,11-15 years,First year,Social Sciences,Public National,Rural,40-49,4+,1,1,1,2,2,1,2,3,2,3,3,2,3,3,2,3,2,3,2,2,2,2,Yes,2.0,2.0,2.0,2.0,2.0,2.0,2,Training,Digital Tools,Parent education,Need more practical support
2025-01-22 14:30:10,RESP_T00577,Female,40-49,B.Ed,More than 20 years,2-3 years,STEM,Public Day,Rural,20-29,2,2,2,2,2,2,2,2,3,2,3,3,3,2,3,3,2,3,2,3,3,3,2,Yes,2.0,3.0,3.0,2.0,3.0,2.0,2,Digital Tools,Policy Confusion,Better ICT equipment,Overwhelmed with workload
2025-01-20 07:27:55,RESP_T00578,Male,50-59,Diploma,2-5 years,4-5 years,Social Sciences,Public County,Rural,40-49,2,3,3,4,4,3,3,4,3,2,2,3,2,3,2,3,2,1,1,2,1,2,2,Yes,3.0,3.0,3.0,4.0,3.0,3.0,3,Digital Tools,Resources,More planning time,Very difficult without proper resources
2025-01-06 15:20:11,RESP_T00579,Female,30-39,PGDE,6-10 years,4-5 years,Social Sciences,Public Day,Urban,40-49,3,4,4,4,4,4,4,4,3,3,3,3,3,4,3,3,4,3,1,2,2,2,3,Yes,2.0,3.0,3.0,4.0,3.0,4.0,3,Workload,Resources,Smaller classes,Very difficult without proper resources
2025-01-27 04:25:45,RESP_T00580,Female,30-39,Diploma,11-15 years,2-3 years,STEM,Public Day,Urban,30-39,2,2,3,2,3,3,3,3,2,2,2,1,2,2,2,2,1,2,1,1,1,1,2,Yes,5.0,5.0,5.0,5.0,5.0,5.0,3,Resources,Digital Tools,Practical training,Very difficult without proper resources
2025-01-25 21:40:51,RESP_T00581,Male,30-39,Diploma,16-20 years,2-3 years,Social Sciences,Public Day,Rural,50-59,4+,3,3,3,4,3,3,3,2,1,2,1,2,3,3,2,2,2,2,3,2,2,2,Yes,4.0,4.0,4.0,5.0,4.0,5.0,3,Workload,Class Size,Practical training,Need more practical support
2025-01-11 19:07:47,RESP_T00582,Male,40-49,B.Ed,More than 20 years,First year,Social Sciences,Public County,Rural,60+,1,2,2,1,2,2,2,2,3,2,2,3,3,3,3,3,3,2,2,3,2,2,2,Yes,4.0,5.0,4.0,4.0,4.0,4.0,3,Resources,Training,Smaller classes,Need more practical support
2025-01-06 15:22:42,RESP_T00583,Female,40-49,Diploma,11-15 years,4-5 years,Social Sciences,Public County,Rural,50-59,2,4,4,3,3,3,4,4,1,2,1,1,2,1,1,2,2,2,2,3,2,2,2,No,,,,,,,3,Workload,Resources,Smaller classes,Overwhelmed with workload
2025-01-26 11:18:57,RESP_T00584,Female,30-39,Diploma,Less than 2 years,First year,Social Sciences,Public County,Rural,50-59,2,4,4,3,3,3,3,3,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,Yes,3.0,3.0,3.0,4.0,4.0,3.0,3,Training,Resources,Practical training,Very difficult without proper resources
2025-01-01 11:29:12,RESP_T00585,Female,20-29,B.Ed,11-15 years,More than 5 years,STEM,Public Day,Urban,30-39,2,3,3,3,3,3,3,3,4,4,4,4,3,3,3,4,3,3,2,2,2,2,2,Yes,4.0,4.0,4.0,4.0,5.0,5.0,3,Workload,Policy Confusion,Parent education,Need more practical support
2025-01-20 11:44:09,RESP_T00586,Female,40-49,B.Ed,6-10 years,2-3 years,Social Sciences,Public County,Rural,30-39,2,3,3,4,4,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,4,3,3,Yes,2.0,2.0,3.0,2.0,2.0,2.0,3,Resources,Digital Tools,More planning time,Need more practical support
2025-01-20 05:08:27,RESP_T00587,Male,20-29,B.Ed,6-10 years,2-3 years,STEM,Public Day,Urban,30-39,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,Yes,2.0,2.0,2.0,2.0,1.0,3.0,3,Digital Tools,Class Size,Smaller classes,Overwhelmed with workload
2025-01-20 13:26:37,RESP_T00588,Female,40-49,M.Ed,Less than 2 years,More than 5 years,Arts & Sports,Public Day,Peri-urban,50-59,1,4,5,4,4,5,4,4,2,3,3,3,3,2,3,2,3,3,3,2,3,3,3,Yes,2.0,4.0,3.0,3.0,3.0,4.0,3,Digital Tools,Workload,Administrative support,Very difficult without proper resources
2025-01-24 12:03:22,RESP_T00589,Female,40-49,B.Ed,2-5 years,First year,Arts & Sports,Public County,Peri-urban,60+,3,3,2,3,2,3,2,3,3,5,4,3,3,3,4,3,3,3,3,4,4,4,3,Yes,2.0,2.0,3.0,3.0,2.0,3.0,3,Digital Tools,Workload,Parent education,Need more practical support
2025-01-24 08:55:49,RESP_T00590,Female,40-49,PGDE,16-20 years,2-3 years,Social Sciences,Public County,Rural,50-59,2,3,3,4,4,3,3,3,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,No,,,,,,,3,Digital Tools,Workload,Better ICT equipment,Overwhelmed with workload
2025-01-30 05:33:33,RESP_T00591,Male,40-49,Diploma,6-10 years,2-3 years,STEM,Public Day,Urban,50-59,2,3,3,3,3,3,3,4,4,4,3,4,4,4,3,3,4,3,3,3,3,3,2,No,,,,,,,3,Resources,Digital Tools,More planning time,Need more practical support
2025-01-20 21:51:23,RESP_T00592,Female,50-59,B.Ed,6-10 years,First year,STEM,Public County,Urban,50-59,2,3,3,2,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,Yes,5.0,5.0,4.0,5.0,4.0,5.0,3,Digital Tools,Training,Practical training,Very difficult without proper resources
2025-01-05 00:18:01,RESP_T00593,Female,30-39,PGDE,6-10 years,2-3 years,STEM,Public National,Rural,40-49,2,2,2,2,3,2,3,2,1,1,1,1,2,2,1,1,2,3,3,3,2,3,2,Yes,3.0,3.0,3.0,3.0,2.0,2.0,2,Training,Digital Tools,Better ICT equipment,Need more practical support
2025-01-21 16:54:20,RESP_T00594,Male,40-49,B.Ed,16-20 years,2-3 years,Social Sciences,Public Day,Rural,40-49,3,4,5,5,4,4,4,5,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,Yes,2.0,3.0,3.0,2.0,2.0,2.0,3,Workload,Parent Support,Better ICT equipment,Very difficult without proper resources
2025-01-10 17:41:23,RESP_T00595,Male,40-49,B.Ed,11-15 years,4-5 years,STEM,Public County,Rural,20-29,3,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,3,2,3,3,2,3,3,Yes,2.0,3.0,2.0,2.0,3.0,2.0,3,Parent Support,Workload,More planning time,Overwhelmed with workload
2025-01-03 14:27:52,RESP_T00596,Female,30-39,Diploma,2-5 years,First year,Social Sciences,Private,Urban,20-29,3,2,3,3,2,2,2,2,3,3,3,3,2,3,3,3,3,4,3,3,3,3,4,Yes,4.0,3.0,3.0,4.0,4.0,4.0,3,Training,Digital Tools,Parent education,Very difficult without proper resources
2025-01-11 23:56:15,RESP_T00597,Male,20-29,Diploma,2-5 years,More than 5 years,STEM,Public Day,Rural,50-59,4+,4,4,4,4,3,4,4,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,Yes,2.0,2.0,2.0,2.0,2.0,2.0,3,Workload,Training,Practical training,Need more practical support
2025-01-03 05:51:04,RESP_T00598,Male,30-39,B.Ed,2-5 years,First year,Arts & Sports,Public Day,Rural,40-49,2,4,4,4,4,4,4,4,2,2,3,2,2,3,2,2,2,3,3,4,3,3,3,Yes,5.0,5.0,5.0,5.0,5.0,5.0,4,Digital Tools,Workload,Smaller classes,Need more practical support
2025-01-31 04:09:54,RESP_T00599,Male,30-39,Diploma,More than 20 years,First year,STEM,Public County,Urban,40-49,4+,4,4,4,4,3,3,4,4,4,3,5,2,3,4,3,3,4,4,3,3,3,3,Yes,4.0,3.0,4.0,5.0,3.0,3.0,4,Digital Tools,Training,Administrative support,Overwhelmed with workload
2025-01-23 14:52:16,RESP_T00600,Female,40-49,PGDE,11-15 years,First year,Arts & Sports,Public County,Rural,40-49,3,2,3,3,2,2,2,2,3,2,2,2,3,3,2,2,3,2,2,2,3,3,3,Yes,4.0,4.0,5.0,5.0,4.0,5.0,3,Resources,Workload,Smaller classes,Overwhelmed with workload
2025-01-23 18:32:22,RESP_T00601,Female,50-59,Diploma,6-10 years,First year,Arts & Sports,Public County,Urban,30-39,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,Yes,3.0,4.0,3.0,3.0,3.0,3.0,3,Workload,Resources,More planning time,Overwhelmed with workload
2025-01-01 23:41:44,RESP_T00602,Female,30-39,M.Ed,11-15 years,First year,Social Sciences,Public County,Rural,40-49,1,2,2,3,2,2,3,2,3,3,4,4,3,3,3,3,3,2,2,2,2,2,3,Yes,2.0,2.0,2.0,1.0,2.0,1.0,2,Resources,Workload,Practical training,Very difficult without proper resources
2025-01-16 10:18:46,RESP_T00603,Male,20-29,M.Ed,6-10 years,More than 5 years,Social Sciences,Public County,Peri-urban,40-49,4+,4,4,4,5,4,4,4,3,4,3,4,3,3,4,3,3,4,3,4,3,4,4,Yes,3.0,3.0,3.0,3.0,3.0,2.0,4,Workload,Resources,Parent education,Need more practical support
2025-01-21 22:40:27,RESP_T00604,Female,60+,Diploma,16-20 years,2-3 years,Social Sciences,Public County,Rural,40-49,2,3,4,3,4,3,4,4,1,2,1,1,2,1,2,2,2,3,3,3,3,3,3,Yes,4.0,4.0,3.0,3.0,4.0,4.0,3,Digital Tools,Resources,Administrative support,Very difficult without proper resources
2025-01-10 04:56:31,RESP_T00605,Female,20-29,Diploma,6-10 years,First year,Social Sciences,Public County,Peri-urban,50-59,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,Yes,4.0,3.0,4.0,3.0,3.0,4.0,3,Digital Tools,Workload,Better ICT equipment,Overwhelmed with workload
2025-01-14 05:41:01,RESP_T00606,Female,30-39,PGDE,2-5 years,First year,STEM,Public County,Rural,40-49,1,3,2,2,2,2,3,2,1,2,1,1,2,1,2,1,2,3,2,2,2,2,2,Yes,3.0,4.0,4.0,3.0,4.0,3.0,2,Digital Tools,Training,Practical training,Overwhelmed with workload
2025-01-06 16:53:04,RESP_T00607,Female,40-49,M.Ed,2-5 years,4-5 years,STEM,Public Day,Urban,50-59,2,4,4,4,3,4,4,4,3,4,3,3,3,1,2,2,2,2,2,3,2,2,2,Yes,1.0,2.0,3.0,2.0,3.0,2.0,3,Workload,Digital Tools,Practical training,Need more practical support
2025-01-22 00:44:58,RESP_T00608,Male,40-49,B.Ed,6-10 years,4-5 years,Social Sciences,Public County,Rural,50-59,2,3,3,3,3,3,4,3,2,1,1,1,1,1,1,2,1,2,2,2,3,2,3,Yes,4.0,3.0,4.0,4.0,4.0,4.0,3,Digital Tools,Policy Confusion,Administrative support,Overwhelmed with workload
2025-01-04 03:38:46,RESP_T00609,Female,20-29,Diploma,More than 20 years,First year,Social Sciences,Public National,Rural,50-59,2,3,3,2,3,3,3,3,1,1,1,2,1,2,1,2,2,2,2,2,2,3,2,Yes,3.0,4.0,2.0,3.0,4.0,2.0,2,Digital Tools,Resources,Parent education,Overwhelmed with workload
2025-01-20 21:48:22,RESP_T00610,Male,20-29,B.Ed,6-10 years,First year,Social Sciences,Public Day,Urban,50-59,1,2,1,1,1,1,1,1,3,3,3,3,3,4,4,3,3,1,2,1,2,2,1,Yes,2.0,3.0,3.0,3.0,2.0,3.0,2,Resources,Digital Tools,Better ICT equipment,Need more practical support
2025-01-29 16:14:49,RESP_T00611,Female,20-29,B.Ed,16-20 years,First year,STEM,Private,Urban,30-39,3,3,3,3,2,3,2,2,3,2,3,3,3,2,3,3,2,4,4,4,4,4,4,Yes,3.0,3.0,2.0,3.0,3.0,3.0,3,Digital Tools,Resources,Better ICT equipment,Need more practical support
2025-01-14 21:55:40,RESP_T00612,Male,40-49,Diploma,16-20 years,First year,STEM,Public County,Rural,20-29,1,3,2,3,2,2,3,3,3,3,2,4,4,3,3,3,2,3,3,4,3,3,3,Yes,3.0,3.0,4.0,4.0,3.0,4.0,3,Class Size,Resources,Better ICT equipment,Overwhelmed with workload
2025-01-14 05:31:41,RESP_T00613,Male,40-49,B.Ed,2-5 years,First year,STEM,Public County,Urban,30-39,2,3,2,3,2,2,3,3,5,3,5,3,3,4,3,3,2,4,3,3,3,3,3,No,,,,,,,3,Policy Confusion,Training,Better ICT equipment,Very difficult without proper resources
2025-01-13 04:50:56,RESP_T00614,Male,30-39,Diploma,Less than 2 years,2-3 years,STEM,Public County,Urban,30-39,1,4,4,4,4,4,3,4,3,4,4,4,3,3,3,3,3,2,3,2,1,2,2,Yes,2.0,3.0,2.0,2.0,3.0,3.0,3,Policy Confusion,Workload,Better ICT equipment,Need more practical support
2025-01-30 22:17:16,RESP_T00615,Female,40-49,Diploma,2-5 years,First year,STEM,Private,Rural,60+,2,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,No,,,,,,,3,Workload,Policy Confusion,Administrative support,Need more practical support
2025-01-28 01:16:13,RESP_T00616,Male,50-59,Diploma,11-15 years,2-3 years,STEM,Public Day,Urban,50-59,2,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,2,2,2,2,1,2,No,,,,,,,3,Workload,Resources,More planning time,Very difficult without proper resources
2025-01-07 10:10:57,RESP_T00617,Female,20-29,Diploma,2-5 years,First year,STEM,Public Day,Peri-urban,20-29,2,2,2,3,3,2,2,2,3,3,3,3,3,3,3,4,3,2,1,2,2,1,2,Yes,2.0,1.0,1.0,2.0,1.0,1.0,2,Resources,Workload,Practical training,Very difficult without proper resources
2025-01-20 22:02:41,RESP_T00618,Male,30-39,Diploma,6-10 years,More than 5 years,Arts & Sports,Public County,Urban,30-39,2,4,3,4,4,3,4,4,3,2,2,2,2,3,3,2,2,4,4,4,3,3,3,Yes,3.0,2.0,2.0,2.0,2.0,3.0,3,Digital Tools,Workload,Practical training,Need more practical support
2025-01-27 09:41:41,RESP_T00619,Male,40-49,B.Ed,6-10 years,More than 5 years,STEM,Public County,Rural,30-39,2,3,4,3,3,3,3,2,2,2,3,2,3,2,3,2,2,3,3,2,3,2,3,Yes,3.0,3.0,3.0,3.0,3.0,4.0,3,Digital Tools,Training,Practical training,Need more practical support
2025-01-30 05:33:06,RESP_T00620,Female,30-39,Diploma,11-15 years,2-3 years,Social Sciences,Public National,Rural,50-59,1,3,3,2,2,2,2,2,2,2,2,1,1,2,2,1,2,4,4,4,4,4,4,Yes,2.0,3.0,2.0,2.0,3.0,2.0,2,Class Size,Digital Tools,Smaller classes,Need more practical support
2025-01-27 20:02:49,RESP_T00621,Male,30-39,Diploma,2-5 years,2-3 years,STEM,Public Day,Rural,50-59,1,3,3,3,3,4,3,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,Yes,2.0,1.0,2.0,2.0,2.0,2.0,2,Training,Resources,Practical training,Very difficult without proper resources
2025-01-24 23:20:18,RESP_T00622,Male,40-49,Diploma,6-10 years,2-3 years,Arts & Sports,Public Day,Urban,50-59,2,4,4,4,4,4,4,5,2,1,1,2,2,2,2,2,2,2,3,3,2,3,2,No,,,,,,,3,Resources,Workload,Parent education,Need more practical support
2025-01-24 10:57:59,RESP_T00623,Female,50-59,M.Ed,6-10 years,2-3 years,Social Sciences,Private,Peri-urban,60+,4+,4,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,Yes,4.0,4.0,4.0,4.0,4.0,3.0,4,Resources,Workload,Parent education,Overwhelmed with workload
2025-01-04 23:16:36,RESP_T00624,Male,50-59,B.Ed,6-10 years,4-5 years,STEM,Public County,Rural,30-39,2,4,4,3,4,3,4,4,3,2,2,2,2,2,2,3,3,2,2,2,3,2,2,Yes,3.0,3.0,3.0,3.0,3.0,3.0,3,Workload,Class Size,Parent education,Very difficult without proper resources
2025-01-29 05:48:36,RESP_T00625,Male,40-49,B.Ed,16-20 years,2-3 years,Social Sciences,Public National,Peri-urban,40-49,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,Yes,2.0,3.0,2.0,3.0,2.0,3.0,3,Digital Tools,Class Size,More planning time,Very difficult without proper resources
2025-01-25 09:03:48,RESP_T00626,Male,40-49,B.Ed,2-5 years,4-5 years,STEM,Public County,Urban,30-39,2,3,4,3,4,4,4,4,3,4,4,3,4,4,4,4,3,4,4,3,3,3,5,No,,,,,,,3,Training,Workload,Better ICT equipment,Overwhelmed with workload
2025-01-04 15:27:58,RESP_T00627,Female,30-39,PhD,16-20 years,More than 5 years,Social Sciences,Public Day,Urban,40-49,2,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,1,2,1,1,2,1,Yes,2.0,1.0,2.0,2.0,3.0,2.0,3,Digital Tools,Training,More planning time,Very difficult without proper resources
2025-01-21 23:56:03,RESP_T00628,Female,40-49,Diploma,11-15 years,2-3 years,STEM,Public Day,Rural,60+,1,4,4,4,4,4,4,5,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,Yes,2.0,3.0,2.0,2.0,2.0,2.0,3,Workload,Training,Administrative support,Overwhelmed with workload
2025-01-07 12:10:33,RESP_T00629,Female,30-39,B.Ed,11-15 years,2-3 years,Arts & Sports,Public County,Urban,40-49,1,5,4,4,4,3,4,4,4,3,4,3,2,2,2,2,2,2,3,2,3,2,3,Yes,3.0,3.0,3.0,2.0,2.0,2.0,3,Digital Tools,Training,Better ICT equipment,Very difficult without proper resources
2025-01-03 12:11:51,RESP_T00630,Female,30-39,B.Ed,11-15 years,First year,Social Sciences,Public County,Rural,50-59,2,3,3,3,3,3,3,3,1,1,1,1,2,1,2,2,1,2,3,3,3,3,3,Yes,3.0,3.0,2.0,3.0,2.0,3.0,3,Digital Tools,Training,More planning time,Very difficult without proper resources
2025-01-09 20:49:00,RESP_T00631,Male,40-49,B.Ed,6-10 years,First year,STEM,Public County,Urban,40-49,2,4,5,4,4,4,4,4,3,4,4,4,3,3,4,3,3,4,4,5,4,4,4,Yes,2.0,3.0,1.0,2.0,2.0,2.0,4,Workload,Resources,Better ICT equipment,Overwhelmed with workload
2025-01-10 18:23:09,RESP_T00632,Male,40-49,Diploma,2-5 years,2-3 years,Social Sciences,Public County,Rural,20-29,1,3,3,2,3,2,2,3,1,1,1,1,2,1,1,1,2,2,2,2,3,2,3,No,,,,,,,2,Class Size,Resources,Smaller classes,Overwhelmed with workload
2025-01-01 10:06:19,RESP_T00633,Female,30-39,B.Ed,11-15 years,First year,STEM,Public Day,Peri-urban,20-29,2,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,4,3,3,3,3,Yes,1.0,2.0,2.0,2.0,2.0,2.0,3,Workload,Digital Tools,Administrative support,Overwhelmed with workload
